Device_id,Name,Type,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim
0,aclnnPowTensorScalar_PowsAiCore_Pows,N/A,N/A,1780496172768802.250	,12.820,0.140000,0
0,aclnnMean_ReduceMeanAiCore_ReduceMean,N/A,N/A,1780496172768826.230	,13.680,11.180000,0
0,aclnnAdds_AddAiCore_Add,N/A,N/A,1780496172768845.790	,1.160,5.820000,0
0,aclnnRsqrt_RsqrtAiCore_Rsqrt,N/A,N/A,1780496172768847.430	,1.000,0.590000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768861.290	,14.020,12.750000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172768875.350	,8.260,0.000000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768886.210	,9.600,2.740000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172768924.390	,28.180,28.650000,0
0,aclnnSilu_SiluAiCore_Swish,N/A,N/A,1780496172768952.590	,9.460,0.000000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172768963.470	,28.660,1.540000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172768992.170	,9.840,0.090000,0
0,aclnnMatmul_MatMulCommon_MatMulV2,N/A,N/A,1780496172769002.030	,26.100,0.000000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172769028.170	,8.020,0.150000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172769038.690	,6.740,2.480000,0
0,aclnnPowTensorScalar_PowsAiCore_Pows,N/A,N/A,1780496172769045.890	,12.420,0.510000,0
0,aclnnMean_ReduceMeanAiCore_ReduceMean,N/A,N/A,1780496172769059.610	,14.040,1.080000,0
0,aclnnAdds_AddAiCore_Add,N/A,N/A,1780496172769074.730	,1.160,1.210000,0
0,aclnnRsqrt_RsqrtAiCore_Rsqrt,N/A,N/A,1780496172769075.910	,0.960,0.090000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172769085.530	,14.240,8.540000,0
0,aclnnCast_CastAiCore_Cast,N/A,N/A,1780496172769099.790	,6.920,0.010000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172769110.350	,9.420,3.580000,0
0,aclnnAddmm_MatMulCommon_MatMulV2,N/A,N/A,1780496172769163.110	,11.800,43.330000,0
0,aclnnAddmm_MatMulCommon_MatMulV2,N/A,N/A,1780496172769196.350	,6.280,21.450000,0
0,aclnnAddmm_MatMulCommon_MatMulV2,N/A,N/A,1780496172769230.290	,4.880,27.720000,0
0,aclnnMul_TransposeAiCore_Transpose,N/A,N/A,1780496172769255.450	,14.720,20.370000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172769270.190	,10.080,0.030000,0
0,aclnnNeg_SliceAiCore_Slice,N/A,N/A,1780496172769287.790	,3.860,7.420000,0
0,aclnnNeg_TransposeAiCore_Transpose,N/A,N/A,1780496172769291.670	,19.920,0.140000,0
0,aclnnNeg_NegAiCore_Neg,N/A,N/A,1780496172769311.610	,13.720,0.000000,0
0,aclnnCat_SliceAiCore_Slice,N/A,N/A,1780496172769325.350	,3.800,0.030000,0
0,aclnnCat_TransposeAiCore_Transpose,N/A,N/A,1780496172769329.190	,17.640,0.200000,0
0,aclnnCat_ConcatD_ConcatD,N/A,N/A,1780496172769346.850	,4.140,0.000000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172769351.010	,7.620,0.110000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172769358.650	,8.060,0.130000,0
0,aclnnMul_TransposeAiCore_Transpose,N/A,N/A,1780496172769366.730	,18.520,0.000000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172769385.290	,4.660,0.000000,0
0,aclnnNeg_SliceAiCore_Slice,N/A,N/A,1780496172769389.970	,2.380,0.090000,0
0,aclnnNeg_TransposeAiCore_Transpose,N/A,N/A,1780496172769392.370	,12.940,0.000000,0
0,aclnnNeg_NegAiCore_Neg,N/A,N/A,1780496172769405.330	,1.580,0.060000,0
0,aclnnCat_SliceAiCore_Slice,N/A,N/A,1780496172769406.930	,2.720,0.170000,0
0,aclnnCat_TransposeAiCore_Transpose,N/A,N/A,1780496172769409.670	,12.940,0.030000,0
0,aclnnCat_ConcatD_ConcatD,N/A,N/A,1780496172769422.630	,2.700,0.060000,0
0,aclnnMul_MulAiCore_Mul,N/A,N/A,1780496172769425.350	,3.240,0.000000,0
0,aclnnAdd_AddAiCore_Add,N/A,N/A,1780496172769428.610	,1.560,0.010000,0
0,aclnnCat_TransposeAiCore_Transpose,N/A,N/A,1780496172769492.710	,18.500,62.690000,0
0,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,N/A,N/A,1780496172769553.510	,11.920,42.250000,0
0,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,N/A,N/A,1780496172769584.710	,6.680,19.330000,0
